# ==============================================================================
# Title        : idsl_skin_tone_sample.csv
# Description  : Skin Tone Sample Values
# Author       : SAIC IDSL
# Reference    : https://doi.org/10.1145/3730409
# Repository   : https://github.com/TheMdTF/mdtf-public
# License      : https://github.com/TheMdTF/mdtf-public/blob/master/LICENSE.md
# ==============================================================================
"l","a","b"
56.89307643,13.5080331,23.10166341
49.0855558,18.52508808,21.61285989
55.16619271,17.8586129,16.75703197
42.13250471,17.31643954,17.80648423
53.45563875,20.93652514,8.487183636
41.63639606,21.49972111,14.17306923
54.77294471,16.85717037,11.49516221
53.3347805,16.81578809,18.18709123
51.68043231,22.52840555,14.21188928
34.60333328,14.35678514,20.73340575
56.30914659,16.4779842,14.30010047
58.06733152,15.92895747,12.20459605
40.29033944,15.272038,16.97943424
53.51258502,17.58772301,16.71178745
64.9406618,9.805407819,10.10813056
28.00989971,6.941409409,8.090986543
48.95984009,13.83796055,18.94154264
51.93059923,11.24996356,20.69744385
58.8882564,14.65405097,11.63872291
53.92184303,14.64216128,17.21519086
59.75110269,14.72372191,14.61890815
38.85049845,14.41268504,19.82422124
49.23918091,13.12256058,22.23979182
26.80486886,11.68403691,18.85690748
56.00883737,11.99312739,17.80072073
58.78451919,15.60440779,13.24003681
56.48111465,14.12932663,14.48791757
61.54604492,14.48595456,11.49849836
54.86491089,16.88103067,15.13363971
33.54288785,13.7438701,19.27093916
32.46867394,11.48285728,18.3478576
52.08678042,19.85705102,13.54528779
55.5264747,14.89920516,15.45187437
52.42115385,24.14808656,8.816194172
35.10624763,12.2618351,10.75342651
57.33160831,12.97084932,13.37427045
56.42203261,18.64004066,11.02976044
59.83282847,12.47363701,9.51506487
43.27401682,16.57735399,23.55577606
31.26770142,13.25862317,21.1258752
56.96761357,15.78216371,16.96556506
55.16479456,16.35159346,17.29404209
53.39510068,12.48322322,18.73183629
42.78628698,14.9142113,22.24050204
55.60652631,13.53999651,17.2688733
45.07888667,15.87717532,20.67752459
58.26785238,11.58364808,18.70752547
65.06172123,6.601771742,15.28096063
51.96897905,11.48774219,19.59656889
49.62933448,13.34327165,18.69345571
30.57722417,9.38735008,16.94098861
41.58459533,15.05563293,22.38936983
62.39539041,10.52421147,8.085859285
49.60462839,12.08925415,13.89847677
45.50933256,15.75316549,23.62913699
56.65415414,16.73130611,9.57624257
40.8499744,14.31332328,16.51736298
60.05299913,14.72126188,11.04017108
57.07657763,16.68447061,11.35691932
60.45770495,9.640948646,16.64943362
39.81241675,12.03081457,16.20979252
62.0967118,10.09783277,16.17443328
59.10433527,14.11905563,10.21233013
41.63765869,15.36106868,20.67742607
42.55549836,14.13390901,21.30238326
56.17073372,14.85323888,9.986935536
38.20718331,13.6703789,18.91180656
61.68764349,10.64152345,9.33070501
